Nro_;ZONA;DISTRITO;PROVINCIA;CANTÓN;PARROQUIA;TIPO_EDUCA;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;Régimen;TIPOLOGIA;ZONA_INEC;NIVEL DE EDUCACIÓN;AUX_AÑO DE DOTACIÓN;AMIE;Longitud;Latitud
23;Zona 3;05D01;COTOPAXI;LATACUNGA;SAN JUAN DE PASTOCALLE;Ordinario;UNIDAD EDUCATIVA PASTOCALLE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00186;-78,63866562;-0,731690351
24;Zona 3;05D01;COTOPAXI;LATACUNGA;SAN JUAN DE PASTOCALLE;Ordinario;ESCUELA DE EDUCACION BASICA RAFAEL CAJIAO ENRÍQUEZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;05H00191;-78,62013568;-0,723608264
25;Zona 3;05D01;COTOPAXI;LATACUNGA;TANICUCHI;Ordinario;UNIDAD EDUCATIVA MARCO AURELIO SUBIA MARTINEZ - BATALLA DE PANUPALI;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00201;-78,63749092;-0,77882723
26;Zona 3;05D01;COTOPAXI;LATACUNGA;TANICUCHI;Ordinario;UNIDAD EDUCATIVA JUAN MANUEL LASSO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;05H00210;-78,61755881;-0,756718327
27;Zona 3;05D01;COTOPAXI;LATACUNGA;TOACASO;Ordinario;UNIDAD EDUCATIVA TOACASO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00221;-78,68731419;-0,755244246
28;Zona 1;08D04;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);Ordinario;UNIDAD EDUCATIVA ALEJANDRO OTOYA BRIONES;Fiscal;Intercultural;Presencial;Costa;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;08H00760;-79,46211476;0,329573568
29;Zona 3;05D02;COTOPAXI;LA MANA;LA MANA;Ordinario;UNIDAD EDUCATIVA LA MANA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00245;-79,23160578;-0,942421987
30;Zona 3;05D02;COTOPAXI;LA MANA;EL TRIUNFO;Ordinario;UNIDAD EDUCATIVA DR NESTOR MOGOLLON LOPEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00286;-79,27055035;-0,942315071
31;Zona 3;05D02;COTOPAXI;LA MANA;LA MANA;Ordinario;UNIDAD EDUCATIVA NARCISO CERDA MALDONADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00287;-79,2258714;-0,940541016
32;Zona 3;05D02;COTOPAXI;LA MANA;GUASAGANDA (CAB. EN GUASAGANDA CENTRO);Ordinario;UNIDAD EDUCATIVA  GUASAGANDA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00318;-79,1566977;-0,802991492
33;Zona 3;05D03;COTOPAXI;PANGUA;MORASPUNGO;Ordinario;UNIDAD  EDUCATIVA  GUAPARA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00399;-79,26626534;-1,108742463
34;Zona 3;05D04;COTOPAXI;PUJILI;PUJILI;Ordinario;UNIDAD EDUCATIVA PUJILI;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00472;-78,69851068;-0,961153338
35;Zona 3;05D04;COTOPAXI;PUJILI;LA VICTORIA;Ordinario;UNIDAD EDUCATIVA 14 DE OCTUBRE - VICENTE ROCAFUERTE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00550;-78,69739298;-0,919875405
36;Zona 3;05D04;COTOPAXI;PUJILI;TINGO;Ordinario;UNIDAD EDUCATIVA DIGNA MARIA BEATRIZ CERDA NETO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00568;-79,18469708;-0,935665114
37;Zona 3;05D06;COTOPAXI;SALCEDO;SAN MIGUEL;Ordinario;UNIDAD EDUCATIVA FEDERICO GONZALEZ SUAREZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB;2027;05H00621;-78,58848699;-1,044878564
38;Zona 3;05D06;COTOPAXI;SALCEDO;ANTONIO JOSE HOLGUIN (SANTA LUCIA);Ordinario;UNIDAD EDUCATIVA IGNACIO FLORES;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;05H00632;-78,60414632;-1,098949032
39;Zona 3;05D06;COTOPAXI;SALCEDO;CUSUBAMBA;Ordinario;UNIDAD EDUCATIVA CUSUBAMBA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00640;-78,70122392;-1,069691197
40;Zona 3;18D01;TUNGURAHUA;AMBATO;CUNCHIBAMBA;Ordinario;UNIDAD EDUCATIVA DARIO GUEVARA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;18H00327;-78,58727615;-1,137948592
41;Zona 3;05D06;COTOPAXI;SALCEDO;MULLIQUINDIL (SANTA ANA);Ordinario;UNIDAD EDUCATIVA EMILIO TERAN;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00658;-78,56463966;-1,033058258
42;Zona 3;05D06;COTOPAXI;SALCEDO;PANSALEO;Ordinario;UNIDAD EDUCATIVA NÉSTOR MOGOLLÓN;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00665;-78,57972515;-1,092059444
43;Zona 3;05D06;COTOPAXI;SALCEDO;PANSALEO;Ordinario;UNIDAD EDUCATIVA JOSE MEJÍA LEQUERICA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;05H00667;-78,59944807;-1,066584562
44;Zona 3;18D01;TUNGURAHUA;AMBATO;IZAMBA;Ordinario;UNIDAD EDUCATIVA JULIO ENRIQUE FERNANDEZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;18H00209;-78,58769276;-1,227446163
45;Zona 3;05D05;COTOPAXI;SIGCHOS;SIGCHOS;Ordinario;UNIDAD EDUCATIVA DEL MILENIO SIGCHOS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00716;-78,88752136;-0,703435273
46;Zona 3;18D04;TUNGURAHUA;SAN PEDRO DE PELILEO;COTALO;Ordinario;UNIDAD EDUCATIVA  COTALO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;18H00518;-78,51169399;-1,430276465
47;Zona 3;05D05;COTOPAXI;SIGCHOS;PALO QUEMADO;Ordinario;UNIDAD EDUCATIVA JUAN SALINAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00803;-78,9233517;-0,374672742
48;Zona 3;18D01;TUNGURAHUA;AMBATO;AUGUSTO N. MARTINEZ (MUNDUGLEO);Ordinario;ESCUELA DE EDUCACION BASICA HECTOR LARA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial y EGB;2027;18H00186;-78,60749745;-1,130571368
49;Zona 3;05D01;COTOPAXI;LATACUNGA;IGNACIO FLORES (PARQUE FLORES);Ordinario;UNIDAD EDUCATIVA LUIS FERNANDO RUIZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00855;-78,60480296;-0,933356412
50;Zona 3;05D01;COTOPAXI;LATACUNGA;TOACASO;Ordinario;UNIDAD EDUCATIVA CORONEL HECTOR ESPINOSA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;05H00857;-78,72288114;-0,748377038
51;Zona 3;05D04;COTOPAXI;PUJILI;PUJILI;Ordinario;UNIDAD EDUCATIVA BELISARIO QUEVEDO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;05H00900;-78,70198317;-0,957654604
52;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LIZARZABURU;Ordinario;ESCUELA DE EDUCACION BASICA GRAL JUAN LAVALLE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB;2027;06H00013;-78,67876572;-1,645819441
53;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LIZARZABURU;Ordinario;ESCUELA DE EDUCACION BASICA SAN FELIPE NERI;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB;2027;06H00021;-78,66924092;-1,661659997
54;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LIZARZABURU;Ordinario;UNIDAD EDUCATIVA CAMILO GALLEGOS TOLEDO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;06H00024;-78,67031332;-1,656585801
55;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LIZARZABURU;Ordinario;UNIDAD EDUCATIVA ONCE DE NOVIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;06H00044;-78,6434387;-1,661399134
56;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LICTO;Ordinario;UNIDAD EDUCATIVA LICTO;FISCAL;Intercultural;Presencial;Sierra;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;06H00358;-78,60322941;-1,806770411
57;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;VELASCO;Ordinario;UNIDAD EDUCATIVA  MIGUEL ANGEL LEON PONTON;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;06H00166;-78,64683788;-1,666284246
58;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;SAN LUIS;Ordinario;UNIDAD EDUCATIVA MILTON REYES;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H00215;-78,64148645;-1,707053725
59;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;VELOZ;Ordinario;UNIDAD EDUCATIVA  ISABEL DE GODIN;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;06H00232;-78,65096135;-1,679508135
60;Zona 3;18D05;TUNGURAHUA;SANTIAGO DE PILLARO;PILLARO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA UNION NACIONAL DE PERIODISTAS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial y EGB;2027;18H00566;-78,54204241;-1,16904012
61;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;CALPI;Ordinario;UNIDAD EDUCATIVA VICTOR PROAÑO CARRION;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H00317;-78,74161767;-1,647612092
62;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;CUBIJIES;Ordinario;ESCUELA DE EDUCACION BASICA ANDOAS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB;2027;06H00337;-78,60444199;-1,649262469
63;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;LICTO;Ordinario;ESCUELA DE EDUCACION  BASICA   CACIQUE PINTAG;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;06H00363;-78,60475113;-1,769413075
64;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;PUNGALA;Ordinario;ESCUELA DE EDUCACION BASICA  AMBROSIO NORIEGA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;06H00410;-78,59394928;-1,81681986
65;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;QUIMIAG;Ordinario;ESCUELA DE EDUCACION BASICA  BERNARDO CASTILLO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;06H00471;-78,56943059;-1,657558873
66;Zona 3;18D04;TUNGURAHUA;SAN PEDRO DE PELILEO;EL ROSARIO (RUMICHACA);Ordinario;ESCUELA DE EDUCACION BASICA ATAHUALPA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial y EGB;2027;18H00527;-78,54605717;-1,277113071
67;Zona 3;06D01;CHIMBORAZO;RIOBAMBA;SAN LUIS;Ordinario;ESCUELA DE EDUCACION BASICA NIDIA JARAMILLO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;06H00512;-78,64407796;-1,696708285
68;Zona 3;06D04;CHIMBORAZO;GUAMOTE;PALMIRA;Ordinario;UNIDAD EDUCATIVA DEL MILENIO GUARDIANA DE LA LENGUA 27 DE FEBRERO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01004;-78,73412702;-2,07930878
69;Zona 3;06D05;CHIMBORAZO;GUANO;ILAPO;Ordinario;UNIDAD EDUCATIVA DR MANUEL RODRIGUEZ OROZCO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01064;-78,58497828;-1,540307799
70;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ANDRES;Ordinario;UNIDAD EDUCATIVA ONCE DE NOVIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01076;-78,75172099;-1,565071903
71;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ANDRES;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA REPUBLICA FEDERAL DE ALEMANIA;FISCAL;Intercultural;Presencial;SIERRA;Bidocente;Rural;Inicial/EGB;2027;06H01081;-78,7439637;-1,552777889
72;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ANDRES;Ordinario;UNIDAD EDUCATIVA SAN PABLO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01082;-78,72332206;-1,560032866
73;Zona 3;05D05;COTOPAXI;SIGCHOS;CHUGCHILLAN;Ordinario;UNIDAD EDUCATIVA JUAN JOSÉ FLORES;FISCAL;Intercultural;Presencial;Sierra;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;05H00772;-78,92279016;-0,80062727
74;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ANDRES;Ordinario;UNIDAD EDUCATIVA TUNTATACTO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01090;-78,72320092;-1,530399392
75;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ANDRES;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA NUEVE DE OCTUBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial/EGB;2027;06H01095;-78,76016096;-1,552035843
76;Zona 3;06D05;CHIMBORAZO;GUANO;SAN ISIDRO DE PATULU;Ordinario;UNIDAD EDUCATIVA SAN ISIDRO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01172;-78,69325508;-1,585881064
77;Zona 3;06D05;CHIMBORAZO;GUANO;SAN JOSE DEL CHAZO;Ordinario;UNIDAD EDUCATIVA JOSÉ ENRIQUE RODÓ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01196;-78,54922643;-1,528199737
78;Zona 3;06D05;CHIMBORAZO;GUANO;SANTA FE DE GALAN;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA JOSÉ ANTONIO LIZARZABURU;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB;2027;06H01197;-78,56282089;-1,491336096
79;Zona 3;06D05;CHIMBORAZO;PENIPE;SAN ANTONIO DE BAYUSHIG;Ordinario;UNIDAD EDUCATIVA MANUEL ALVAREZ MENDEZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;06H01290;-78,51962431;-1,550554454
80;Zona 7;07D04;EL ORO;BALSAS;BELLAMARIA;Ordinario;UNIDAD EDUCATIVA BELLAMARIA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;07H00516;-79,84780554;-3,760416706
81;Zona 6;03D03;CAÑAR;LA TRONCAL;PANCHO NEGRO;Ordinario;UNIDAD EDUCATIVA DEL MILENIO GRAL. ELOY ALFARO DELGADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;03H00795;-79,48999075;-2,504806414
82;Zona 3;18D01;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);Ordinario;UNIDAD EDUCATIVA ATAHUALPA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;18H00175;-78,61180798;-1,214643263
83;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA OSCAR EFREN REYES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;07H00596;-79,82952782;-3,24280595
84;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;ESCUELA DE EDUCACION BASICA ZOILA UGARTE DE LANDIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;07H00605;-79,83363895;-3,245055994
85;Zona 6;01D01;AZUAY;CUENCA;CHECA (JIDCAY);Ordinario;UNIDAD EDUCATIVA CHECA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;01H00578;-78,99424999;-2,812416658
86;Zona 6;01D01;AZUAY;CUENCA;RICAURTE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA  HNO ENRIQUE VAZQUEZ PACHECO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial y EGB;2027;01H00764;-78,95350361;-2,872754145
87;Zona 7;07D01;EL ORO;EL GUABO;BARBONES (SUCRE);Ordinario;UNIDAD EDUCATIVA PROVINCIA DE LOS RIOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;07H00635;-79,8526112;-3,190472567
88;Zona 6;01D04;AZUAY;GUALACEO;SAN JUAN;Ordinario;UNIDAD EDUCATIVA DEL MILENIO PAIGUARA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;01H01870;-78,79539359;-2,942420811
89;Zona 6;01D01;AZUAY;CUENCA;RICAURTE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA VICENTE LEON PICON;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial y EGB;2027;01H00777;-78,97893434;-2,845447911
90;Zona 1;08D04;ESMERALDAS;QUININDE;MALIMPIA;Ordinario;UNIDAD EDUCATIVA GABRIELA MISTRAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;08H00979;-79,19845335;0,417859213
91;Zona 7;07D01;EL ORO;EL GUABO;TENDALES (CAB. EN PUERTO TENDALES);Ordinario;UNIDAD EDUCATIVA JAMBELI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;07H00673;-79,88887193;-3,112499237
92;Zona 7;07D01;EL ORO;EL GUABO;RIO BONITO;Ordinario;UNIDAD EDUCATIVA DR CARLOS CORNEJO ORBE;Fiscal;Intercultural;Presencial;Costa;Pluridocente mayor;Rural;Inicial y EGB;2027;07H00657;-79,76523328;-3,105232478
